condition_key,fold,seed,method,removal_fraction,removal_label,n_removed,auc,accuracy,baseline_auc_same_fold_seed,delta_auc_vs_baseline,checkpoint_sha256,fixed_epoch,epochs_executed,runtime_seconds,ranking_scope,outer_test_used_for_ranking_or_training,retrained_baseline_max_abs_error_vs_checkpoint,ranking_sha256,condition_status,attribution_auc,random_auc,paired_difference
fold04__seed43__gradient_x_input__5pct,4,43,gradient_x_input,0.05,5%,249,0.684895833333,0.613636363636,0.659895833333,0.025,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,32.1301896572,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.684895833333,0.627604166667,0.0572916666667
fold04__seed43__integrated_gradients__5pct,4,43,integrated_gradients,0.05,5%,249,0.638020833333,0.613636363636,0.659895833333,-0.021875,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,34.3471009731,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.638020833333,0.627604166667,0.0104166666667
fold04__seed43__random__5pct,4,43,random,0.05,5%,249,0.627604166667,0.545454545455,0.659895833333,-0.0322916666667,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,36.3405735493,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed43__gradient_x_input__10pct,4,43,gradient_x_input,0.1,10%,498,0.684895833333,0.636363636364,0.659895833333,0.025,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,31.6798694134,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.684895833333,0.664583333333,0.0203125
fold04__seed43__integrated_gradients__10pct,4,43,integrated_gradients,0.1,10%,498,0.677604166667,0.625,0.659895833333,0.0177083333333,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,34.4666852951,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.677604166667,0.664583333333,0.0130208333333
fold04__seed43__random__10pct,4,43,random,0.1,10%,498,0.664583333333,0.636363636364,0.659895833333,0.0046875,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,35.5207841396,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed44__unmodified_baseline__baseline,4,44,unmodified_baseline,,0%,0,0.681770833333,0.636363636364,0.681770833333,0,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,48.3056426048,not_applicable,False,2.48256168733e-07,,COMPLETE,,,
fold04__seed44__gradient_x_input__5pct,4,44,gradient_x_input,0.05,5%,249,0.676041666667,0.647727272727,0.681770833333,-0.00572916666667,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,54.0243997574,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.676041666667,0.686458333333,-0.0104166666667
fold04__seed44__integrated_gradients__5pct,4,44,integrated_gradients,0.05,5%,249,0.691145833333,0.625,0.681770833333,0.009375,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,48.7816958427,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.691145833333,0.686458333333,0.0046875
fold04__seed44__random__5pct,4,44,random,0.05,5%,249,0.686458333333,0.613636363636,0.681770833333,0.0046875,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,53.1753752232,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed44__gradient_x_input__10pct,4,44,gradient_x_input,0.1,10%,498,0.678125,0.625,0.681770833333,-0.00364583333333,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,49.6934044361,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.678125,0.661979166667,0.0161458333333
fold04__seed44__integrated_gradients__10pct,4,44,integrated_gradients,0.1,10%,498,0.678125,0.636363636364,0.681770833333,-0.00364583333333,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,53.662825346,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.678125,0.661979166667,0.0161458333333
fold04__seed44__random__10pct,4,44,random,0.1,10%,498,0.661979166667,0.625,0.681770833333,-0.0197916666667,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,75,75,50.2600193024,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed42__unmodified_baseline__baseline,5,42,unmodified_baseline,,0%,0,0.661979166667,0.613636363636,0.661979166667,0,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,52.6397230625,not_applicable,False,1.61973208263e-07,,COMPLETE,,,
fold05__seed42__gradient_x_input__5pct,5,42,gradient_x_input,0.05,5%,249,0.671875,0.625,0.661979166667,0.00989583333333,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,59.1411213875,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.671875,0.667708333333,0.00416666666667
fold05__seed42__integrated_gradients__5pct,5,42,integrated_gradients,0.05,5%,249,0.6546875,0.579545454545,0.661979166667,-0.00729166666667,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,53.8898882866,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.6546875,0.667708333333,-0.0130208333333
fold05__seed42__random__5pct,5,42,random,0.05,5%,249,0.667708333333,0.590909090909,0.661979166667,0.00572916666667,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,57.0092468262,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed42__gradient_x_input__10pct,5,42,gradient_x_input,0.1,10%,498,0.669270833333,0.647727272727,0.661979166667,0.00729166666667,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,54.2600417137,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.669270833333,0.6515625,0.0177083333333
fold05__seed42__integrated_gradients__10pct,5,42,integrated_gradients,0.1,10%,498,0.673958333333,0.625,0.661979166667,0.0119791666667,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,56.0904972553,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.673958333333,0.6515625,0.0223958333333
fold05__seed42__random__10pct,5,42,random,0.1,10%,498,0.6515625,0.659090909091,0.661979166667,-0.0104166666667,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,85,85,56.4437439442,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed43__unmodified_baseline__baseline,5,43,unmodified_baseline,,0%,0,0.678645833333,0.647727272727,0.678645833333,0,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,32.7578897476,not_applicable,False,1.83014124744e-06,,COMPLETE,,,
fold05__seed43__gradient_x_input__5pct,5,43,gradient_x_input,0.05,5%,249,0.6328125,0.568181818182,0.678645833333,-0.0458333333333,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,31.0523269176,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.6328125,0.6671875,-0.034375
fold05__seed43__integrated_gradients__5pct,5,43,integrated_gradients,0.05,5%,249,0.7109375,0.647727272727,0.678645833333,0.0322916666667,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,34.5443320274,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.7109375,0.6671875,0.04375
fold05__seed43__random__5pct,5,43,random,0.05,5%,249,0.6671875,0.602272727273,0.678645833333,-0.0114583333333,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,33.8319151402,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed43__gradient_x_input__10pct,5,43,gradient_x_input,0.1,10%,498,0.602083333333,0.590909090909,0.678645833333,-0.0765625,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,30.596465826,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.602083333333,0.666145833333,-0.0640625
fold05__seed43__integrated_gradients__10pct,5,43,integrated_gradients,0.1,10%,498,0.647916666667,0.602272727273,0.678645833333,-0.0307291666667,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,34.3827841282,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.647916666667,0.666145833333,-0.0182291666667
fold05__seed43__random__10pct,5,43,random,0.1,10%,498,0.666145833333,0.590909090909,0.678645833333,-0.0125,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,50,50,34.6769545078,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed44__unmodified_baseline__baseline,5,44,unmodified_baseline,,0%,0,0.641145833333,0.602272727273,0.641145833333,0,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,31.7268557549,not_applicable,False,3.68058719058e-07,,COMPLETE,,,
fold05__seed44__gradient_x_input__5pct,5,44,gradient_x_input,0.05,5%,249,0.623958333333,0.545454545455,0.641145833333,-0.0171875,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,33.9853870869,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.623958333333,0.633854166667,-0.00989583333333
fold05__seed44__integrated_gradients__5pct,5,44,integrated_gradients,0.05,5%,249,0.6265625,0.602272727273,0.641145833333,-0.0145833333333,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,34.0724995136,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.6265625,0.633854166667,-0.00729166666667
fold05__seed44__random__5pct,5,44,random,0.05,5%,249,0.633854166667,0.602272727273,0.641145833333,-0.00729166666667,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,30.7591369152,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold05__seed44__gradient_x_input__10pct,5,44,gradient_x_input,0.1,10%,498,0.6484375,0.568181818182,0.641145833333,0.00729166666667,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,33.5549640656,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.6484375,0.699479166667,-0.0510416666667
fold05__seed44__integrated_gradients__10pct,5,44,integrated_gradients,0.1,10%,498,0.613020833333,0.556818181818,0.641145833333,-0.028125,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,34.8725361824,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,fd2f0b6aa0024369158062821947e591a10734abfdc9fde3b75db9ba8d82d342,COMPLETE,0.613020833333,0.699479166667,-0.0864583333333
fold05__seed44__random__10pct,5,44,random,0.1,10%,498,0.699479166667,0.613636363636,0.641145833333,0.0583333333333,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,50,50,30.6888546944,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold06__seed42__unmodified_baseline__baseline,6,42,unmodified_baseline,,0%,0,0.741145833333,0.647727272727,0.741145833333,0,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,40,40,29.4144294262,not_applicable,False,1.10918473895e-06,,COMPLETE,,,
fold06__seed42__gradient_x_input__5pct,6,42,gradient_x_input,0.05,5%,249,0.697395833333,0.613636363636,0.741145833333,-0.04375,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,40,40,25.3887400627,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7754d33df3c1998a56e6b01757db9436befef8012b52f5634c2d32a0b77b38d,COMPLETE,0.697395833333,0.702604166667,-0.00520833333333
fold06__seed42__integrated_gradients__5pct,6,42,integrated_gradients,0.05,5%,249,0.708854166667,0.590909090909,0.741145833333,-0.0322916666667,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,40,40,27.5765309334,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7754d33df3c1998a56e6b01757db9436befef8012b52f5634c2d32a0b77b38d,COMPLETE,0.708854166667,0.702604166667,0.00625
fold06__seed42__random__5pct,6,42,random,0.05,5%,249,0.702604166667,0.613636363636,0.741145833333,-0.0385416666667,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,40,40,29.6648335457,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold06__seed42__gradient_x_input__10pct,6,42,gradient_x_input,0.1,10%,498,0.694791666667,0.568181818182,0.741145833333,-0.0463541666667,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,40,40,27.2583267689,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7754d33df3c1998a56e6b01757db9436befef8012b52f5634c2d32a0b77b38d,COMPLETE,0.694791666667,0.690104166667,0.0046875
